cases,deaths,year,state,population,abbreviation,cases_per_10k,deaths_per_10k
411812,9119,2021,Louisiana,4664616,LA,882.842231815009,19.549304808798837
41218,635,2021,Maine,1340825,ME,307.40775268957543,4.7358902168441075
363829,7349,2021,Maryland,6037624,MD,602.6029444695463,12.172006736424791
543934,14999,2021,Massachusetts,6873003,MA,791.4066093089149,21.823066278306587
619515,15843,2021,Michigan,9973907,MI,621.1357294588771,15.884447288309385
468186,6367,2021,Minnesota,5600166,MN,836.021646501193,11.369305838434075
281678,6269,2021,Mississippi,2981835,MS,944.6465012316243,21.02396678555319
508990,7562,2021,Missouri,6124160,MO,831.1180635385098,12.347815863726616
95813,1315,2021,Montana,1061705,MT,902.4446527048474,12.385738034576459
194707,2081,2021,Nebraska,1923826,NE,1012.0821737516802,10.816986567392268
284137,4521,2021,Nevada,3030281,NV,937.658916780325,14.919408464099535
68379,1104,2021,New Hampshire,1355244,NH,504.55120996661856,8.146134570601308
722166,21989,2021,New Jersey,8885418,NJ,812.7541101611652,24.747288197358863
177556,3401,2021,New Mexico,2097021,NM,846.7058746669679,16.218244833981156
1480481,44387,2021,New York,19514849,NY,758.6433284725904,22.745243890946835
796986,10017,2021,North Carolina,10386227,NC,767.3489131327478,9.644503244537212
98180,1453,2021,North Dakota,760394,ND,1291.1727341351984,19.108514796276665
920217,11659,2021,Ohio,11675275,OH,788.1758673778562,9.986060285517901
403954,3813,2021,Oklahoma,3949342,OK,1022.838741238414,9.654772871025097
147122,2034,2021,Oregon,4176346,OR,352.2744523561985,4.870286130507386
875557,22493,2021,Pennsylvania,12794885,PA,684.302359888346,17.579681255439183
117891,2212,2021,Rhode Island,1057798,RI,1114.494449790981,20.911364929788103
466373,7651,2021,South Carolina,5091517,SC,915.9804435495354,15.026955620495816
109229,1809,2021,South Dakota,879336,SD,1242.1759145537087,20.572340948169984
729389,10370,2021,Tennessee,6772268,TN,1077.0232365287375,15.312447764914205
2492317,39490,2021,Texas,28635442,TX,870.3609324416924,13.790602568662987
354608,1736,2021,Utah,3151239,UT,1125.297065693843,5.508944259702295
12900,183,2021,Vermont,624340,VT,206.61818880738062,2.9310952365698175
529125,6778,2021,Virginia,8509358,VA,621.815417802377,7.965348267166571
323947,4531,2021,Washington,7512465,WA,431.2126578959103,6.031309297281252
124708,2129,2021,West Virginia,1807426,WV,689.9756891845088,11.779182107593893
600782,6617,2021,Wisconsin,5806975,WI,1034.5868546015781,11.394917319258306
52627,624,2021,Wyoming,581348,WY,905.2581242216366,10.73367415042281
473348,8523,2021,Alabama,4893186,AL,967.3615513491619,17.418099373291756
55374,269,2021,Alaska,736990,AK,751.3534783375623,3.6499816822480633
783229,14055,2021,Arizona,7174064,AZ,1091.7507844925833,19.591405931143075
307373,5106,2021,Arkansas,3011873,AR,1020.5377185558622,16.952906048827423
3431179,44440,2021,California,39346023,CA,872.0523037360091,11.294661216458904
408793,5832,2021,Colorado,5684926,CO,719.0823592074901,10.258708732532314
263739,7282,2021,Connecticut,3570549,CT,738.6511149966013,20.394622787700154
80931,1208,2021,Delaware,967679,DE,836.3413900684008,12.483478508885694
38136,956,2021,District of Columbia,701974,DC,543.2679842843182,13.618738015937911
1783712,27814,2021,Florida,21216924,FL,840.7024505531529,13.10934610502446
919778,14679,2021,Georgia,10516579,GA,874.5980988684629,13.957961044176058
26428,415,2021,Hawaii,1420074,HI,186.10297773214637,2.9223829180732834
165826,1778,2021,Idaho,1754367,ID,945.2184178110966,10.134709556210302
1150869,21779,2021,Illinois,12716164,IL,905.0441626893142,17.12702038130367
643898,11875,2021,Indiana,6696893,IN,961.4876630102945,17.732103529203766
325219,5110,2021,Iowa,3150011,IA,1032.4376645033938,16.22216557339006
286026,4197,2021,Kansas,2912619,KS,982.0233954389503,14.409711671866456
382743,4276,2021,Kentucky,4461952,KY,857.7927328666915,9.583249662927795
412989,9142,2021,Louisiana,4664616,LA,885.365483461018,19.598612190156704
41419,636,2021,Maine,1340825,ME,308.9068297503403,4.743348311673783
364732,7372,2021,Maryland,6037624,MD,604.0985659259337,12.210101192124585
545303,15054,2021,Massachusetts,6873003,MA,793.3984606146688,21.90308952287668
621737,15854,2021,Michigan,9973907,MI,623.3635424914229,15.895476065698226
468750,6370,2021,Minnesota,5600166,MN,837.028759504629,11.374662822494905
282313,6270,2021,Mississippi,2981835,MS,946.7760623911114,21.02732042517443
510376,7578,2021,Missouri,6124160,MO,833.3812310586268,12.37394189570488
95993,1315,2021,Montana,1061705,MT,904.1400388996943,12.385738034576459
194957,2092,2021,Nebraska,1923826,NE,1013.381667572847,10.874164295523608
284679,4524,2021,Nevada,3030281,NV,939.4475297835415,14.929308536073057
68499,1106,2021,New Hampshire,1355244,NH,505.4366593764665,8.160892060765441
724727,22011,2021,New Jersey,8885418,NJ,815.6363606079084,24.77204786539024
177867,3414,2021,New Mexico,2097021,NM,848.1889308690758,16.28023753696315
1489453,44512,2021,New York,19514849,NY,763.240853157511,22.80929767891107
799879,10030,2021,North Carolina,10386227,NC,770.1343327081144,9.657019820575846
98210,1454,2021,North Dakota,760394,ND,1291.5672664434492,19.121665873218358
922143,11695,2021,Ohio,11675275,OH,789.8255073220973,10.016894676999042
404994,3817,2021,Oklahoma,3949342,OK,1025.4720913002723,9.664901140493782
147419,2043,2021,Oregon,4176346,OR,352.98560033100705,4.891836069137949
878679,22497,2021,Pennsylvania,12794885,PA,686.7423974502311,17.582807504717707
119104,2236,2021,Rhode Island,1057798,RI,1125.9616675395491,21.13825134855615
468403,7690,2021,South Carolina,5091517,SC,919.9674674561628,15.103553616731515
109283,1809,2021,South Dakota,879336,SD,1242.790014283505,20.572340948169984
731454,10465,2021,Tennessee,6772268,TN,1080.0724365899282,15.452725733830972
2503200,39655,2021,Texas,28635442,TX,874.1614674570066,13.848223470760464
355122,1739,2021,Utah,3151239,UT,1126.9281701578332,5.518464324667219
13046,183,2021,Vermont,624340,VT,208.95665823109204,2.9310952365698175
530825,6820,2021,Virginia,8509358,VA,623.8132183415012,8.014705692250814
326625,4540,2021,Washington,7512465,WA,434.7773999612644,6.043289386373181
125106,2131,2021,West Virginia,1807426,WV,692.1777157128424,11.79024756753527
601391,6619,2021,Wisconsin,5806975,WI,1035.6355934027613,11.398361453252338
52784,624,2021,Wyoming,581348,WY,907.9587441601244,10.73367415042281
474666,8579,2021,Alabama,4893186,AL,970.0550929394468,17.532544236004927
55500,269,2021,Alaska,736990,AK,753.0631351850094,3.6499816822480633
788540,14317,2021,Arizona,7174064,AZ,1099.1538408355432,19.95661036756851
308848,5148,2021,Arkansas,3011873,AR,1025.4350034015379,17.092354159687343
3441692,44973,2021,California,39346023,CA,874.7242383302628,11.430125987574398
409652,5842,2021,Colorado,5684926,CO,720.5933727193635,10.276299111017453
264608,7298,2021,Connecticut,3570549,CT,741.0849143927165,20.43943382376212
81210,1221,2021,Delaware,967679,DE,839.2245775716947,12.61782057893165
38281,961,2021,District of Columbia,701974,DC,545.3335878536813,13.68996572522629
1790735,28047,2021,Florida,21216924,FL,844.0125439484065,13.219164097491229
923544,14849,2021,Georgia,10516579,GA,878.1791112870449,14.119610569178437
26456,415,2021,Hawaii,1420074,HI,186.30015055553443,2.9223829180732834
166241,1782,2021,Idaho,1754367,ID,947.583943382428,10.157509802680966
1152942,21802,2021,Illinois,12716164,IL,906.6743712962494,17.14510759691366
645034,11942,2021,Indiana,6696893,IN,963.1839720300145,17.83214992385275
326150,5145,2021,Iowa,3150011,IA,1035.3932097379977,16.333276296495473
286066,4197,2021,Kansas,2912619,KS,982.1607288835238,14.409711671866456
384958,4304,2021,Kentucky,4461952,KY,862.7569279095785,9.646002467081672
414354,9162,2021,Louisiana,4664616,LA,888.2917693546478,19.641488173946154
41630,639,2021,Maine,1340825,ME,310.48048775940185,4.76572259616281
365708,7413,2021,Maryland,6037624,MD,605.7150958721511,12.27800870011117
546896,15124,2021,Massachusetts,6873003,MA,795.7162247710353,22.004937288693164
622586,15914,2021,Michigan,9973907,MI,624.2147635826161,15.95563303327372
469322,6376,2021,Minnesota,5600166,MN,838.0501577988939,11.385376790616563
282969,6342,2021,Mississippi,2981835,MS,948.976049982645,21.268782477903706
511167,7589,2021,Missouri,6124160,MO,834.6728367645521,12.391903542689935
96371,1316,2021,Montana,1061705,MT,907.700349908873,12.395156846770055
195327,2100,2021,Nebraska,1923826,NE,1015.3049184281739,10.915748097800945
285178,4565,2021,Nevada,3030281,NV,941.0942417551375,15.064609519711208
68918,1109,2021,New Hampshire,1355244,NH,508.52835356585234,8.18302829601164
728304,22103,2021,New Jersey,8885418,NJ,819.6620575419187,24.87558829533962
178280,3432,2021,New Mexico,2097021,NM,850.158391356119,16.366073587245907
1497732,44683,2021,New York,19514849,NY,767.483263641958,22.89692326084614
803935,10088,2021,North Carolina,10386227,NC,774.0395044321676,9.712863005978976
98205,1457,2021,North Dakota,760394,ND,1291.5015110587406,19.16111910404343
925350,11793,2021,Ohio,11675275,OH,792.5723376965425,10.100832742697708
406064,3870,2021,Oklahoma,3949342,OK,1028.1814033831458,9.799100710953875
147932,2050,2021,Oregon,4176346,OR,354.21394683294915,4.9085971325172775
883005,22656,2021,Pennsylvania,12794885,PA,690.1234360449508,17.707075913538887
119434,2248,2021,Rhode Island,1057798,RI,1129.0813557976098,21.251694557940173
470311,7693,2021,South Carolina,5091517,SC,923.7148771181555,15.109445770288108
109405,1809,2021,South Dakota,879336,SD,1244.1774247841552,20.572340948169984
732979,10528,2021,Tennessee,6772268,TN,1082.3242671435921,15.545752176375773
2516432,39973,2021,Texas,28635442,TX,878.7823145876358,13.959274663893787
356040,1748,2021,Utah,3151239,UT,1129.8413100370997,5.5470245195619885
13105,186,2021,Vermont,624340,VT,209.9016561488932,2.9791459781529297
534116,6898,2021,Virginia,8509358,VA,627.680725149888,8.106369481692978
327397,4635,2021,Washington,7512465,WA,435.80502538114985,6.169745882343545
125522,2150,2021,West Virginia,1807426,WV,694.4793313806485,11.895369436978333
602256,6669,2021,Wisconsin,5806975,WI,1037.1251813551805,11.484464803103165
52830,647,2021,Wyoming,581348,WY,908.7500086007004,11.12930637071083
476067,8888,2021,Alabama,4893186,AL,972.9182581655388,18.16403463919009
55701,269,2021,Alaska,736990,AK,755.7904449178416,3.6499816822480633
790271,14507,2021,Arizona,7174064,AZ,1101.5666991540638,20.22145327948008
309940,5174,2021,Arkansas,3011873,AR,1029.0606542838957,17.178679180695866
3450284,45436,2021,California,39346023,CA,876.9079406068563,11.547799888186919
410384,5868,2021,Colorado,5684926,CO,721.8809884244755,10.32203409507881
265496,7326,2021,Connecticut,3570549,CT,743.5719268941556,20.51785313687055
81461,1245,2021,Delaware,967679,DE,841.8184129241205,12.86583670824726
38348,965,2021,District of Columbia,701974,DC,546.2880391581455,13.746947892656994
1798272,28207,2021,Florida,21216924,FL,847.5648967776856,13.294575594464117
926947,14966,2021,Georgia,10516579,GA,881.4149544257691,14.230863477562426
26507,420,2021,Hawaii,1420074,HI,186.6592867695627,2.9575923508211543
166656,1793,2021,Idaho,1754367,ID,949.9494689537594,10.220210480475295
1155802,21869,2021,Illinois,12716164,IL,908.9234772373178,17.19779644238624
646476,12001,2021,Indiana,6696893,IN,965.3372093596239,17.920250480334687
327061,5174,2021,Iowa,3150011,IA,1038.2852631308272,16.42533946706853
287914,4303,2021,Kansas,2912619,KS,988.5055340228159,14.773645299986025
387043,4339,2021,Kentucky,4461952,KY,867.4297706474655,9.724443472274018
414687,9212,2021,Louisiana,4664616,LA,889.0056544847422,19.74867813341977
41883,641,2021,Maine,1340825,ME,312.3673857513098,4.780638785822162
366845,7446,2021,Maryland,6037624,MD,607.5982870082669,12.332665962636957
548946,15207,2021,Massachusetts,6873003,MA,798.6989093413753,22.125699639589858
623920,15929,2021,Michigan,9973907,MI,625.5522534950446,15.970672275167596
469973,6387,2021,Minnesota,5600166,MN,839.2126233400938,11.405019065506272
283753,6367,2021,Mississippi,2981835,MS,951.605303445697,21.352623468434704
512440,7606,2021,Missouri,6124160,MO,836.7514891838227,12.41966245166684
96678,1321,2021,Montana,1061705,MT,910.5919252523065,12.442250907738027
195828,2109,2021,Nebraska,1923826,NE,1017.909104045792,10.96252987536295
285869,4585,2021,Nevada,3030281,NV,943.3745583330391,15.130609999534697
69247,1116,2021,New Hampshire,1355244,NH,510.9559606978522,8.234679511586105
732674,22191,2021,New Jersey,8885418,NJ,824.5802279645144,24.974626967465124
178790,3463,2021,New Mexico,2097021,NM,852.5904127807972,16.513902340510658
1504316,44851,2021,New York,19514849,NY,770.85710476161,22.983011551870064
807554,10226,2021,North Carolina,10386227,NC,777.5239266386149,9.84573127469677
98244,1459,2021,North Dakota,760394,ND,1292.0144030594665,19.18742125792681
928631,11856,2021,Ohio,11675275,OH,795.3825498756989,10.154792927789709
407724,3900,2021,Oklahoma,3949342,OK,1032.3846352126507,9.875062731969022
148475,2060,2021,Oregon,4176346,OR,355.51412646365986,4.932541508773459
886115,22795,2021,Pennsylvania,12794885,PA,692.5540948590003,17.815713075967466
119893,2259,2021,Rhode Island,1057798,RI,1133.4205585565487,21.355684166542193
473140,7742,2021,South Carolina,5091517,SC,929.271177922022,15.205684278379115
109580,1815,2021,South Dakota,879336,SD,1246.1675627973834,20.64057425148066
735597,10626,2021,Tennessee,6772268,TN,1086.1900326448983,15.690459975889908
2529516,40297,2021,Texas,28635442,TX,883.3514775151716,14.072421162557925
357339,1766,2021,Utah,3151239,UT,1133.9634981669114,5.604144909351528
13122,187,2021,Vermont,624340,VT,210.17394368453085,2.995162892013967
537319,6932,2021,Virginia,8509358,VA,631.4448164009553,8.14632549247546
328246,4675,2021,Washington,7512465,WA,436.9351471188219,6.22299072275212
125951,2175,2021,West Virginia,1807426,WV,696.8528725380735,12.033687686245523
603257,6708,2021,Wisconsin,5806975,WI,1038.848970419194,11.55162541598681
52874,647,2021,Wyoming,581348,WY,909.5068702395123,11.12930637071083
477570,9021,2021,Alabama,4893186,AL,975.9898765344298,18.435841188133864
55850,269,2021,Alaska,736990,AK,757.8121819834734,3.6499816822480633
792695,14690,2021,Arizona,7174064,AZ,1104.9455371460306,20.476538820952808
311043,5199,2021,Arkansas,3011873,AR,1032.7228272905265,17.261684008588674
3460901,45976,2021,California,39346023,CA,879.6063073515714,11.685043746352713
411997,5881,2021,Colorado,5684926,CO,724.7183164741282,10.34490158710949
266499,7354,2021,Connecticut,3570549,CT,746.3810187172896,20.59627244997898
81875,1262,2021,Delaware,967679,DE,846.0966911548147,13.041514799845817
38533,973,2021,District of Columbia,701974,DC,548.9234644018154,13.860912227518398
1806797,28381,2021,Florida,21216924,FL,851.5829156007724,13.376585597422133
931043,15050,2021,Georgia,10516579,GA,885.3097570987675,14.310737360504781
26591,421,2021,Hawaii,1420074,HI,187.25080523972693,2.964634237370728
167026,1793,2021,Idaho,1754367,ID,952.0584917522959,10.220210480475295
1158595,21985,2021,Illinois,12716164,IL,911.1198943329136,17.28901892111489
648183,12027,2021,Indiana,6696893,IN,967.8861525785167,17.959074454377575
327432,5196,2021,Iowa,3150011,IA,1039.4630367957445,16.495180493020502
288003,4303,2021,Kansas,2912619,KS,988.8111009369918,14.773645299986025
388867,4375,2021,Kentucky,4461952,KY,871.5176676037752,9.805125649043289
417415,9239,2021,Louisiana,4664616,LA,894.8539386736229,19.806560711535525
42058,641,2021,Maine,1340825,ME,313.6725523465031,4.780638785822162
368044,7467,2021,Maryland,6037624,MD,609.5841675467038,12.36744785697155
551396,15269,2021,Massachusetts,6873003,MA,802.2635811449521,22.2159076607416
625389,16009,2021,Michigan,9973907,MI,627.025096584518,16.050881565268256
470871,6411,2021,Minnesota,5600166,MN,840.8161472356355,11.447874937992909
284664,6390,2021,Mississippi,2981835,MS,954.6604691406466,21.42975717972322
513568,7798,2021,Missouri,6124160,MO,838.5933744382903,12.733174835405999
96938,1322,2021,Montana,1061705,MT,913.040816422641,12.451669719931619
196172,2117,2021,Nebraska,1923826,NE,1019.6972075437176,11.004113677640285
286514,4640,2021,Nevada,3030281,NV,945.5030738073465,15.31211131904929
69612,1117,2021,New Hampshire,1355244,NH,513.6492026528065,8.242058256668171
736330,22329,2021,New Jersey,8885418,NJ,828.6948346155465,25.1299376123892
179323,3481,2021,New Mexico,2097021,NM,855.1321136030589,16.599738390793416
1514327,44992,2021,New York,19514849,NY,775.9870445320894,23.05526422469372
812155,10336,2021,North Carolina,10386227,NC,781.9538317427493,9.95164076425443
98383,1460,2021,North Dakota,760394,ND,1293.8424027543615,19.200572334868504
931437,12577,2021,Ohio,11675275,OH,797.785919389479,10.772337268287043
409401,3948,2021,Oklahoma,3949342,OK,1036.6309121873974,9.996601965593255
149082,2067,2021,Oregon,4176346,OR,356.96755010241014,4.949302572152786
890100,22908,2021,Pennsylvania,12794885,PA,695.6686207027261,17.904029618085666
120381,2274,2021,Rhode Island,1057798,RI,1138.0339157381654,21.49748817827222
476287,7837,2021,South Carolina,5091517,SC,935.4520470028874,15.392269141004538
109859,1829,2021,South Dakota,879336,SD,1249.3404114013301,20.799785292538918
737833,10721,2021,Tennessee,6772268,TN,1089.4917330501391,15.830737944806675
2541392,40661,2021,Texas,28635442,TX,887.498785595836,14.199536364760844
358581,1776,2021,Utah,3151239,UT,1137.9048050623899,5.635878459234606
13249,188,2021,Vermont,624340,VT,212.2080917448826,3.011179805875004
