state,cases,deaths,year
New Jersey,631074,20458,2021
New Mexico,164263,2960,2021
New York,1256228,40753,2021
North Carolina,674508,8131,2021
North Dakota,95956,1406,2021
Northern Mariana Islands,128,2,2021
Ohio,831066,10281,2021
Oklahoma,356816,2994,2021
Oregon,133851,1811,2021
Pennsylvania,776490,19390,2021
Puerto Rico,121554,1703,2021
Rhode Island,104443,2005,2021
South Carolina,391464,6248,2021
South Dakota,105659,1667,2021
Tennessee,674915,8350,2021
Texas,2136595,32858,2021
Utah,324919,1500,2021
Vermont,10220,163,2021
Virgin Islands,2260,24,2021
Virginia,446550,5739,2021
Washington,293739,3974,2021
West Virginia,109809,1784,2021
Wisconsin,569335,5930,2021
Wyoming,49708,522,2021
Alabama,426543,6126,2021
Alaska,51914,221,2021
Arizona,686028,11266,2021
Arkansas,273594,4386,2021
California,3071465,34390,2021
Colorado,379999,5473,2021
Connecticut,232219,6682,2021
Delaware,71311,1021,2021
District of Columbia,34259,861,2021
Florida,1589089,24435,2021
Georgia,804508,12179,2021
Guam,8484,129,2021
Hawaii,24483,321,2021
Idaho,157069,1639,2021
Illinois,1079307,20154,2021
Indiana,598494,9466,2021
Iowa,307302,4332,2021
Kansas,262727,3526,2021
Kentucky,334347,3489,2021
Louisiana,372089,8324,2021
Maine,34262,519,2021
Maryland,330390,6650,2021
Massachusetts,476526,13749,2021
Michigan,585548,14724,2021
Minnesota,448336,6013,2021
Mississippi,255125,5574,2021
Missouri,477420,6672,2021
Montana,89952,1093,2021
Nebraska,183687,1914,2021
Nevada,264223,3794,2021
New Hampshire,58709,938,2021
New Jersey,635701,20512,2021
New Mexico,164954,2977,2021
New York,1268949,40933,2021
North Carolina,683971,8196,2021
North Dakota,96093,1408,2021
Northern Mariana Islands,129,2,2021
Ohio,836055,10336,2021
Oklahoma,358374,3037,2021
Oregon,134468,1816,2021
Pennsylvania,783355,19467,2021
Puerto Rico,121988,1703,2021
Rhode Island,107066,2045,2021
South Carolina,394318,6259,2021
South Dakota,105786,1667,2021
Tennessee,677425,8391,2021
Texas,2158462,33176,2021
Utah,326221,1507,2021
Vermont,10321,163,2021
Virgin Islands,2283,24,2021
Virginia,451076,5798,2021
Washington,296519,4020,2021
West Virginia,110820,1815,2021
Wisconsin,571268,5974,2021
Wyoming,49922,550,2021
Alabama,429655,6283,2021
Alaska,52081,244,2021
Arizona,693706,11564,2021
Arkansas,276114,4441,2021
California,3090794,35001,2021
Colorado,381414,5509,2021
Connecticut,234134,6726,2021
Delaware,71775,1026,2021
District of Columbia,34403,863,2021
Florida,1601003,24577,2021
Georgia,812454,12373,2021
Guam,8484,129,2021
Hawaii,24551,322,2021
Idaho,157745,1637,2021
Illinois,1084134,20285,2021
Indiana,601380,9529,2021
Iowa,308787,4394,2021
Kansas,266251,3584,2021
Kentucky,337788,3540,2021
Louisiana,374582,8383,2021
Maine,34963,530,2021
Maryland,332558,6689,2021
Massachusetts,481040,13829,2021
Michigan,587963,14759,2021
Minnesota,449560,6047,2021
Mississippi,256827,5638,2021
Missouri,479480,6868,2021
Montana,90349,1094,2021
Nebraska,185656,1936,2021
Nevada,265228,3869,2021
New Hampshire,59437,950,2021
New Jersey,641140,20667,2021
New Mexico,165835,3011,2021
New York,1280068,41148,2021
North Carolina,691760,8267,2021
North Dakota,96244,1409,2021
Northern Mariana Islands,129,2,2021
Ohio,842433,10409,2021
Oklahoma,360360,3085,2021
Oregon,135143,1841,2021
Pennsylvania,789029,19868,2021
Puerto Rico,122128,1717,2021
Rhode Island,107876,2058,2021
South Carolina,399843,6328,2021
South Dakota,106063,1667,2021
Tennessee,681451,8477,2021
Texas,2186469,33632,2021
Utah,328380,1518,2021
Vermont,10471,165,2021
Virgin Islands,2305,24,2021
Virginia,455591,5861,2021
Washington,298487,4021,2021
West Virginia,111677,1836,2021
Wisconsin,573119,6036,2021
Wyoming,50124,550,2021
Alabama,432536,6379,2021
Alaska,52282,245,2021
Arizona,703249,11813,2021
Arkansas,279220,4496,2021
California,3116369,35704,2021
Colorado,382918,5523,2021
Connecticut,235796,6774,2021
Delaware,72523,1027,2021
District of Columbia,34612,864,2021
Florida,1613876,24738,2021
Georgia,820513,12484,2021
Guam,8497,129,2021
Hawaii,24663,325,2021
Idaho,158400,1658,2021
Illinois,1089010,20423,2021
Indiana,605004,9593,2021
Iowa,310440,4445,2021
Kansas,266562,3575,2021
Kentucky,341343,3584,2021
Louisiana,378318,8442,2021
Maine,35638,536,2021
Maryland,334725,6735,2021
Massachusetts,486180,13906,2021
Michigan,590546,14922,2021
Minnesota,450830,6079,2021
Mississippi,259117,5668,2021
Missouri,481962,6909,2021
Montana,90742,1102,2021
Nebraska,186472,1949,2021
Nevada,266643,3915,2021
New Hampshire,60294,962,2021
New Jersey,646188,20760,2021
New Mexico,166823,3046,2021
New York,1293976,41348,2021
North Carolina,697660,8397,2021
North Dakota,96392,1422,2021
Northern Mariana Islands,129,2,2021
Ohio,849704,10518,2021
Oklahoma,363046,3140,2021
Oregon,135973,1850,2021
Pennsylvania,794632,20128,2021
Puerto Rico,122343,1732,2021
Rhode Island,108786,2076,2021
South Carolina,404492,6373,2021
South Dakota,106400,1673,2021
Tennessee,685037,8606,2021
Texas,2207935,34075,2021
Utah,330469,1548,2021
Vermont,10580,168,2021
Virgin Islands,2305,24,2021
Virginia,459604,5940,2021
Washington,300420,4131,2021
West Virginia,112617,1849,2021
Wisconsin,575688,6091,2021
Wyoming,50424,550,2021
Alabama,436087,6486,2021
Alaska,52572,245,2021
Arizona,710273,12014,2021
Arkansas,281382,4549,2021
California,3141404,36326,2021
Colorado,385153,5548,2021
Connecticut,237815,6819,2021
Delaware,73233,1027,2021
District of Columbia,34905,867,2021
Florida,1627595,25010,2021
Georgia,829023,12653,2021
Guam,8516,129,2021
Hawaii,24823,329,2021
Idaho,159000,1669,2021
Illinois,1095917,20535,2021
Indiana,608498,9642,2021
Iowa,311695,4478,2021
Kansas,269611,3598,2021
Kentucky,344565,3626,2021
Louisiana,380255,8483,2021
Maine,36274,540,2021
Maryland,337129,6792,2021
Massachusetts,491452,13987,2021
Michigan,593068,14940,2021
Minnesota,452336,6100,2021
Mississippi,261167,5713,2021
Missouri,484370,6932,2021
Montana,91145,1106,2021
Nebraska,187496,1960,2021
Nevada,268344,3967,2021
New Hampshire,60951,971,2021
New Jersey,650388,20875,2021
New Mexico,167731,3079,2021
New York,1309660,41530,2021
North Carolina,706948,8511,2021
North Dakota,96592,1428,2021
Northern Mariana Islands,129,2,2021
Ohio,853982,10599,2021
Oklahoma,365992,3187,2021
Oregon,136839,1874,2021
Pennsylvania,799948,20322,2021
Puerto Rico,122897,1761,2021
Rhode Island,109735,2083,2021
South Carolina,409188,6404,2021
South Dakota,106716,1684,2021
Tennessee,688782,8695,2021
Texas,2226203,34496,2021
Utah,333118,1571,2021
Vermont,10759,169,2021
Virgin Islands,2321,24,2021
Virginia,463751,6002,2021
Washington,302546,4178,2021
West Virginia,113615,1856,2021
Wisconsin,577991,6140,2021
Wyoming,50583,571,2021
Alabama,439442,6657,2021
Alaska,52820,250,2021
Arizona,717593,12170,2021
Arkansas,282995,4563,2021
California,3164386,36818,2021
Colorado,386432,5561,2021
Connecticut,237815,6819,2021
Delaware,73915,1036,2021
District of Columbia,35077,870,2021
Florida,1639906,25163,2021
Georgia,838057,12834,2021
Guam,8516,129,2021
Hawaii,24950,333,2021
Idaho,159406,1670,2021
Illinois,1101037,20645,2021
Indiana,611600,9693,2021
Iowa,312625,4486,2021
Kansas,269611,3598,2021
Kentucky,348040,3657,2021
Louisiana,380255,8483,2021
Maine,36598,544,2021
Maryland,339482,6837,2021
Massachusetts,496093,14064,2021
Michigan,594666,15170,2021
Minnesota,453876,6131,2021
Mississippi,263023,5752,2021
Missouri,485926,6949,2021
Montana,91448,1142,2021
Nebraska,187974,1966,2021
Nevada,269928,4017,2021
New Hampshire,61576,981,2021
New Jersey,657536,20934,2021
New Mexico,168579,3117,2021
New York,1323569,41694,2021
North Carolina,713300,8623,2021
North Dakota,96745,1436,2021
Northern Mariana Islands,129,2,2021
Ohio,859841,10680,2021
Oklahoma,370149,3231,2021
Oregon,137600,1882,2021
Pennsylvania,805272,20526,2021
Puerto Rico,123688,1771,2021
Rhode Island,109735,2083,2021
South Carolina,413789,6479,2021
South Dakota,106963,1696,2021
Tennessee,692048,8736,2021
Texas,2240136,34859,2021
Utah,334889,1582,2021
Vermont,10908,170,2021
Virgin Islands,2341,24,2021
Virginia,468655,6079,2021
Washington,304107,4182,2021
West Virginia,114752,1872,2021
Wisconsin,580003,6187,2021
Wyoming,50583,571,2021
Alabama,441170,6660,2021
Alaska,52982,250,2021
Arizona,722574,12238,2021
Arkansas,284066,4606,2021
California,3186036,37118,2021
Colorado,387960,5588,2021
Connecticut,237815,6819,2021
Delaware,74575,1041,2021
District of Columbia,35301,872,2021
Florida,1649441,25292,2021
Georgia,842798,12838,2021
Guam,8516,129,2021
Hawaii,25093,339,2021
Idaho,159581,1671,2021
Illinois,1104206,20680,2021
Indiana,614120,9716,2021
Iowa,313140,4487,2021
Kansas,269611,3598,2021
Kentucky,349194,3687,2021
Louisiana,383862,8565,2021
Maine,36598,544,2021
Maryland,341666,6865,2021
Massachusetts,500037,14133,2021
Michigan,594700,15170,2021
Minnesota,455057,6163,2021
Mississippi,264219,5772,2021
Missouri,487640,6956,2021
Montana,91662,1152,2021
Nebraska,188241,1966,2021
Nevada,271029,4027,2021
New Hampshire,62337,987,2021
New Jersey,662808,20951,2021
New Mexico,169205,3147,2021
New York,1335952,41889,2021
North Carolina,718955,8739,2021
North Dakota,96842,1436,2021
Northern Mariana Islands,129,2,2021
Ohio,864322,10711,2021
Oklahoma,373090,3279,2021
Oregon,138168,1885,2021
Pennsylvania,808951,20609,2021
Puerto Rico,124643,1773,2021
Rhode Island,109735,2083,2021
South Carolina,418325,6547,2021
South Dakota,107148,1705,2021
Tennessee,694381,8776,2021
Texas,2247849,35050,2021
Utah,336405,1595,2021
Vermont,11033,170,2021
Virgin Islands,2341,24,2021
Virginia,472447,6078,2021
Washington,304523,4182,2021
West Virginia,115307,1895,2021
Wisconsin,581377,6193,2021
Wyoming,50898,571,2021
Alabama,443009,6662,2021
Alaska,53061,250,2021
Arizona,728231,12239,2021
Arkansas,284702,4650,2021
California,3212939,37499,2021
Colorado,389227,5602,2021
Connecticut,243632,6911,2021
Delaware,75191,1049,2021
District of Columbia,35505,879,2021
Florida,1658161,25445,2021
Georgia,847036,12890,2021
Guam,8523,130,2021
Hawaii,25209,339,2021
Idaho,160182,1687,2021
Illinois,1107388,20744,2021
Indiana,616310,9728,2021
Iowa,313907,4488,2021
Kansas,272220,3622,2021
Kentucky,351462,3730,2021
Louisiana,385942,8590,2021
Maine,37046,547,2021
Maryland,343353,6900,2021
Massachusetts,503688,14178,2021
Michigan,597781,15208,2021
Minnesota,455851,6166,2021
Mississippi,265146,5777,2021
Missouri,489865,6968,2021
Montana,91905,1152,2021
Nebraska,188850,1984,2021
Nevada,272006,4032,2021
New Hampshire,62768,990,2021
New Jersey,666951,20972,2021
New Mexico,169696,3159,2021
New York,1347924,42090,2021
North Carolina,724154,8777,2021
North Dakota,96899,1436,2021
Northern Mariana Islands,129,2,2021
Ohio,868656,10768,2021
Oklahoma,374853,3293,2021
Oregon,138587,1892,2021
Pennsylvania,813665,20664,2021
Puerto Rico,125211,1778,2021
Rhode Island,111754,2110,2021
South Carolina,421417,6552,2021
South Dakota,107180,1705,2021
Tennessee,695935,8887,2021
Texas,2268260,35236,2021
Utah,337269,1599,2021
Vermont,11165,171,2021
Virgin Islands,2350,24,2021
Virginia,478619,6081,2021
Washington,306489,4221,2021
West Virginia,115839,1899,2021
Wisconsin,582477,6203,2021
Wyoming,51062,571,2021
Alabama,445909,6896,2021
Alaska,53143,251,2021
Arizona,734613,12489,2021
Arkansas,287187,4690,2021
California,3234571,38222,2021
Colorado,390662,5617,2021
Connecticut,244899,6934,2021
Delaware,75490,1065,2021
District of Columbia,35700,888,2021
Florida,1667755,25672,2021
Georgia,855488,13065,2021
Guam,8535,130,2021
Hawaii,25272,398,2021
Idaho,160727,1691,2021
Illinois,1111028,20853,2021
Indiana,618037,9807,2021
Iowa,315002,4492,2021
Kansas,272303,3625,2021
Kentucky,354191,3769,2021
Louisiana,388562,8621,2021
Maine,37708,558,2021
Maryland,344839,6963,2021
Massachusetts,506183,14220,2021
Michigan,600175,15294,2021
Minnesota,456558,6174,2021
Mississippi,266598,5852,2021
Missouri,491544,7082,2021
Montana,92249,1186,2021
Nebraska,189151,1997,2021
Nevada,272942,4092,2021
New Hampshire,63172,994,2021
New Jersey,671727,21105,2021
New Mexico,170296,3173,2021
New York,1358964,42273,2021
North Carolina,728645,8839,2021
North Dakota,97031,1440,2021
Northern Mariana Islands,131,2,2021
Ohio,872918,10856,2021
Oklahoma,376424,3323,2021
Oregon,139355,1909,2021
Pennsylvania,818330,20883,2021
Puerto Rico,125684,1783,2021
Rhode Island,112396,2126,2021
South Carolina,423667,6578,2021
South Dakota,107380,1705,2021
Tennessee,699570,9078,2021
Texas,2288854,35544,2021
Utah,338675,1614,2021
Vermont,11285,171,2021
Virgin Islands,2373,24,2021
Virginia,483326,6174,2021
Washington,307880,4245,2021
West Virginia,116978,1928,2021
Wisconsin,584041,6268,2021
Wyoming,51152,596,2021
Alabama,449086,7172,2021
Alaska,53322,252,2021
Arizona,740599,12668,2021
Arkansas,288964,4742,2021
California,3253201,38927,2021
Colorado,392448,5648,2021
Connecticut,247339,6976,2021
Delaware,75832,1072,2021
District of Columbia,35865,895,2021
Florida,1676163,25832,2021
Georgia,861830,13222,2021
Guam,8537,130,2021
Hawaii,25366,401,2021
Idaho,161369,1716,2021
Illinois,1114798,20950,2021
Indiana,620275,9845,2021
Iowa,316114,4500,2021
Kansas,275468,3718,2021
Kentucky,356837,3805,2021
Louisiana,392416,8688,2021
Maine,38170,562,2021
Maryland,346734,6996,2021
Massachusetts,509503,14304,2021
Michigan,602207,15303,2021
Minnesota,457385,6192,2021
Mississippi,268672,5917,2021
Missouri,493392,7118,2021
Montana,92619,1202,2021
Nebraska,189847,2010,2021
Nevada,274039,4139,2021
New Hampshire,63563,1006,2021
New Jersey,676537,21234,2021
New Mexico,171047,3200,2021
New York,1369329,42434,2021
North Carolina,733543,8959,2021
North Dakota,97185,1441,2021
Northern Mariana Islands,131,2,2021
Ohio,878284,10931,2021
Oklahoma,379110,3388,2021
Oregon,140063,1936,2021
Pennsylvania,824216,21105,2021
Puerto Rico,125859,1794,2021
Rhode Island,113009,2135,2021
South Carolina,427231,6673,2021
South Dakota,107608,1739,2021
Tennessee,701997,9230,2021
Texas,2308600,36024,2021
Utah,340684,1620,2021
Vermont,11379,172,2021
Virgin Islands,2373,24,2021
Virginia,488553,6228,2021
Washington,309604,4294,2021
West Virginia,117775,1953,2021
Wisconsin,585600,6306,2021
Wyoming,51368,596,2021
Alabama,452734,7340,2021
Alaska,53524,253,2021
Arizona,745976,12861,2021
Arkansas,290856,4784,2021
California,3272829,39527,2021
Colorado,394668,5670,2021
Connecticut,248765,7020,2021
Delaware,76495,1075,2021
District of Columbia,36132,902,2021
Florida,1687586,26034,2021
Georgia,869165,13404,2021
Guam,8541,130,2021
Hawaii,25460,403,2021
Idaho,161863,1724,2021
Illinois,1119004,21074,2021
Indiana,623094,9879,2021
Iowa,317124,4532,2021
Kansas,275585,3718,2021
Kentucky,359978,3863,2021
Louisiana,394909,8743,2021
Maine,38454,567,2021
Maryland,348925,7037,2021
Massachusetts,514134,14348,2021
Michigan,604458,15393,2021
Minnesota,458701,6208,2021
Mississippi,270476,5945,2021
Missouri,495619,7141,2021
Montana,93018,1213,2021
Nebraska,190585,2013,2021
Nevada,275125,4188,2021
New Hampshire,64258,1022,2021
New Jersey,681283,21301,2021
New Mexico,171719,3228,2021
New York,1383112,42639,2021
North Carolina,740303,9099,2021
North Dakota,97330,1442,2021
Northern Mariana Islands,131,2,2021
Ohio,883716,11006,2021
Oklahoma,381430,3423,2021
Oregon,140783,1946,2021
Pennsylvania,830295,21350,2021
Puerto Rico,126156,1801,2021
Rhode Island,113754,2144,2021
South Carolina,431169,6903,2021
South Dakota,107795,1763,2021
Tennessee,704464,9332,2021
Texas,2328099,36434,2021
Utah,342445,1620,2021
Vermont,11523,172,2021
Virgin Islands,2384,24,2021
Virginia,493674,6308,2021
Washington,312042,4328,2021
West Virginia,118562,1983,2021
Wisconsin,587580,6339,2021
Wyoming,51430,596,2021
Alabama,455582,7566,2021
Alaska,53705,253,2021
Arizona,750787,13047,2021
Arkansas,292563,4831,2021
California,3292572,40192,2021
Colorado,395772,5694,2021
Connecticut,250023,7046,2021
Delaware,76935,1078,2021
District of Columbia,36414,907,2021
Florida,1698562,26253,2021
Georgia,875514,13557,2021
Guam,8548,130,2021
Hawaii,25599,404,2021
Idaho,162482,1727,2021
Illinois,1123152,21147,2021
Indiana,625730,9925,2021
Iowa,317689,4577,2021
Kansas,277623,3779,2021
Kentucky,362123,3910,2021
Louisiana,397276,8801,2021
Maine,38813,570,2021
Maryland,350805,7076,2021
Massachusetts,517252,14444,2021
Michigan,606480,15401,2021
Minnesota,459815,6236,2021
Mississippi,272662,5983,2021
Missouri,497838,7162,2021
Montana,93322,1228,2021
Nebraska,190709,2020,2021
Nevada,276507,4225,2021
New Hampshire,64838,1036,2021
New Jersey,687269,21383,2021
New Mexico,172798,3250,2021
New York,1396063,42825,2021
North Carolina,747322,9213,2021
North Dakota,97483,1444,2021
Northern Mariana Islands,131,2,2021
Ohio,888591,11073,2021
Oklahoma,384217,3471,2021
Oregon,141729,1956,2021
Pennsylvania,839888,21524,2021
Puerto Rico,126583,1812,2021
Rhode Island,114438,2154,2021
South Carolina,435633,6942,2021
South Dakota,107955,1768,2021
Tennessee,708721,9374,2021
Texas,2346818,36804,2021
Utah,343962,1656,2021
Vermont,11658,172,2021
Virgin Islands,2398,24,2021
Virginia,497912,6379,2021
Washington,314033,4368,2021
West Virginia,119467,2006,2021
Wisconsin,589384,6393,2021
Wyoming,51690,596,2021
Alabama,455582,7566,2021
Alaska,53851,253,2021
Arizona,756027,13111,2021
Arkansas,294387,4838,2021
California,3310100,40694,2021
Colorado,396120,5696,2021
Connecticut,250023,7046,2021
Delaware,77551,1081,2021
District of Columbia,36662,909,2021
Florida,1713581,26359,2021
Georgia,881740,13776,2021
Guam,8555,130,2021
Hawaii,25708,404,2021
Idaho,162762,1727,2021
Illinois,1126448,21213,2021
Indiana,628069,9967,2021
Iowa,319110,4651,2021
Kansas,277623,3779,2021
Kentucky,365016,3967,2021
Louisiana,397276,8801,2021
Maine,39168,590,2021
Maryland,352902,7107,2021
Massachusetts,521360,14531,2021
Michigan,607833,15516,2021
Minnesota,460887,6255,2021
Mississippi,274190,6018,2021
Missouri,498808,7175,2021
Montana,93793,1233,2021
Nebraska,191569,2025,2021
Nevada,277547,4268,2021
New Hampshire,65362,1042,2021
New Jersey,692543,21455,2021
New Mexico,173539,3267,2021
New York,1408955,42996,2021
North Carolina,747948,9215,2021
North Dakota,97587,1447,2021
Northern Mariana Islands,131,2,2021
Ohio,892781,11124,2021
Oklahoma,386590,3504,2021
Oregon,142417,1972,2021
Pennsylvania,844519,21658,2021
Puerto Rico,127021,1823,2021
Rhode Island,114438,2154,2021
South Carolina,439785,7014,2021
South Dakota,108070,1775,2021
Tennessee,710748,9483,2021
Texas,2360584,37096,2021
Utah,345430,1664,2021
Vermont,11831,173,2021
Virgin Islands,2398,24,2021
Virginia,502221,6449,2021
Washington,315448,4368,2021
West Virginia,120340,2015,2021
Wisconsin,590997,6433,2021
Wyoming,51704,596,2021
Alabama,459639,7688,2021
Alaska,53985,253,2021
Arizona,758576,13120,2021
Arkansas,295268,4868,2021
California,3324064,40928,2021
Colorado,397138,5711,2021
Connecticut,250023,7046,2021
Delaware,78071,1090,2021
District of Columbia,36872,913,2021
Florida,1721369,26478,2021
Georgia,885249,13778,2021
Guam,8556,130,2021
Hawaii,25786,407,2021
Idaho,162762,1727,2021
Illinois,1128750,21242,2021
Indiana,629793,9974,2021
Iowa,319408,4901,2021
Kansas,277633,3779,2021
Kentucky,366857,3977,2021
Louisiana,400626,8859,2021
Maine,39324,590,2021
Maryland,354649,7127,2021
Massachusetts,524025,14577,2021
Michigan,607901,15516,2021
Minnesota,461875,6268,2021
Mississippi,275001,6045,2021
Missouri,499530,7176,2021
Montana,93961,1234,2021
Nebraska,191763,2025,2021
Nevada,278447,4271,2021
New Hampshire,65695,1057,2021
New Jersey,696831,21484,2021
New Mexico,174064,3285,2021
New York,1420164,43178,2021
North Carolina,758158,9381,2021
